RA_Decl,RA,Decl,Box_Offs_Rel_SUBJ_Cntr,Box_Obsv_Done,Search_Box_Center_DECaLS_DR8_URL,DECaLS_DR8_URL,Category,Observation_Included_In_Corresponding_PNG,Category_Descrption,Working Notes,GALEX_Highest_Color__Violet_White_Blue_Green_Yellow_grAy_browN__At-DECaLS-Contrast-0.9_DECaLS-Brightness-3-upward,DR8_Core_Color,DR8_Periphery_Color,DR_8_Resids_Features,DR_8_Resids_Core_Heatmap_Colors,DR_8_Resids_Outer_Mode_Heatmap_Colors,NED_Search_URL,Separator,NED_Nearest_Obj_ID,NED Redshift,NED_Search_Mag,Search_Box_Addr,matplotlib_color,Search_Box_Center_RA_Decl
"218.726400 , -2.378500",218.7264,-2.3785,"(1, 2)",Y,http://www.legacysurvey.org/viewer?ra=218.7159&dec=-2.381&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7264&dec=-2.3785&layer=dr8&zoom=15,Splat,Y,,,G,Pink,,Black,Black,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7264d%20-2.3785d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,WISEA J143454.37-022243.0,,,"(8, 8)",,"(218.7159, -2.381)"
"218.7267, -2.3887",218.7267,-2.3887,"(1, 2)",Y,http://www.legacysurvey.org/viewer?ra=218.7159&dec=-2.381&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7267&dec=-2.3887&layer=dr8&zoom=15,Splat,Y,,,Y,Yellow,,Noise,Noise,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7267d%20-2.3887d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(8, 8)",,"(218.7159, -2.381)"
"218.7268, -2.3886",218.7268,-2.3886,"(1, 2)",Y,http://www.legacysurvey.org/viewer?ra=218.7159&dec=-2.381&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7268&dec=-2.3886&layer=dr8&zoom=15,Speck,Y,,,A,Yellow-Green,,Noise,Noise,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7268d%20-2.3886d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(8, 8)",,"(218.7159, -2.381)"
"218.7268, -2.3888",218.7268,-2.3888,"(1, 2)",Y,http://www.legacysurvey.org/viewer?ra=218.7159&dec=-2.381&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7268&dec=-2.3888&layer=dr8&zoom=15,Smear,Y,,,G,Blue,,Noise,Noise,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7268d%20-2.3888d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(8, 8)",,"(218.7159, -2.381)"
"218.7317, -2.3815",218.7317,-2.3815,"(1, 2)",Y,http://www.legacysurvey.org/viewer?ra=218.7159&dec=-2.381&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7317&dec=-2.3815&layer=dr8&zoom=15,Speck,Y,,,G,Red,,Noise,Noise,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7317d%20-2.3815d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(8, 8)",,"(218.7159, -2.381)"
"218.7173, -2.4239",218.7173,-2.4239,"(1, 1)",Y,http://www.legacysurvey.org/viewer?ra=218.7159&dec=-2.4127&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7173&dec=-2.4239&layer=dr8&zoom=15,Speck,Y,,,A,Purple,,Noise,Noise,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7173d%20-2.4239d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(8, 7)",,"(218.7159, -2.4127)"
"218.7232, -2.4276",218.7232,-2.4276,"(1, 1)",Y,http://www.legacysurvey.org/viewer?ra=218.7159&dec=-2.4127&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7232&dec=-2.4276&layer=dr8&zoom=15,Splat,Y,,,A,Blue,,Noise,Noise,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7232d%20-2.4276d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(8, 7)",,"(218.7159, -2.4127)"
"218.7296, -2.4249",218.7296,-2.4249,"(1, 1)",Y,http://www.legacysurvey.org/viewer?ra=218.7159&dec=-2.4127&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7296&dec=-2.4249&layer=dr8&zoom=15,Speck,Y,,,G,Red-Purple,,Noise,Noise,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7296d%20-2.4249d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(8, 7)",,"(218.7159, -2.4127)"
"218.7010, -2.4516",218.701,-2.4516,"(1, 0)",Y,http://www.legacysurvey.org/viewer?ra=218.7159&dec=-2.4444&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.701&dec=-2.4516&layer=dr8&zoom=15,Splat,Y,,,A,Gray-Orange,,Noise,Noise,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.701d%20-2.4516d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(8, 6)",,"(218.7159, -2.4444)"
"218.7010, -2.4517",218.701,-2.4517,"(1, 0)",Y,http://www.legacysurvey.org/viewer?ra=218.7159&dec=-2.4444&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.701&dec=-2.4517&layer=dr8&zoom=15,Round,Y,,,A,Gray,,Noise,Noise,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.701d%20-2.4517d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(8, 6)",,"(218.7159, -2.4444)"
"218.7101, -2.4329",218.7101,-2.4329,"(1, 0)",Y,http://www.legacysurvey.org/viewer?ra=218.7159&dec=-2.4444&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7101&dec=-2.4329&layer=dr8&zoom=15,Round,Y,,,B,Orange,,Noise,Noise,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7101d%20-2.4329d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(8, 6)",,"(218.7159, -2.4444)"
"218.7298, -2.4348",218.7298,-2.4348,"(1, 0)",Y,http://www.legacysurvey.org/viewer?ra=218.7159&dec=-2.4444&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7298&dec=-2.4348&layer=dr8&zoom=15,Speck,Y,,,A,Red,,Noise,Noise,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7298d%20-2.4348d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(8, 6)",,"(218.7159, -2.4444)"
"218.7314, -2.4441",218.7314,-2.4441,"(1, 0)",Y,http://www.legacysurvey.org/viewer?ra=218.7159&dec=-2.4444&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7314&dec=-2.4441&layer=dr8&zoom=15,Splat,Y,,,G,Purple,,Noise,Noise,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7314d%20-2.4441d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(8, 6)",,"(218.7159, -2.4444)"
"218.7087, -2.4915",218.7087,-2.4915,"(1, -1)",Y,http://www.legacysurvey.org/viewer?ra=218.7159&dec=-2.4761&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7087&dec=-2.4915&layer=dr8&zoom=15,Round,Y,,,A,Yellow,,Black,Black,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7087d%20-2.4915d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(8, 5)",,"(218.7159, -2.4761)"
"218.7132, -2.4901",218.7132,-2.4901,"(1, -1)",Y,http://www.legacysurvey.org/viewer?ra=218.7159&dec=-2.4761&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7132&dec=-2.4901&layer=dr8&zoom=15,Speck,Y,,,A,Orange,,Noise,Noise,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7132d%20-2.4901d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(8, 5)",,"(218.7159, -2.4761)"
"218.7151, -2.4814",218.7151,-2.4814,"(1, -1)",Y,http://www.legacysurvey.org/viewer?ra=218.7159&dec=-2.4761&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7151&dec=-2.4814&layer=dr8&zoom=15,Speck,Y,,,G,Purple,,Noise,Noise,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7151d%20-2.4814d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(8, 5)",,"(218.7159, -2.4761)"
"218.7193, -2.4859",218.7193,-2.4859,"(1, -1)",Y,http://www.legacysurvey.org/viewer?ra=218.7159&dec=-2.4761&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7193&dec=-2.4859&layer=dr8&zoom=15,Speck,Y,,,W,Purple,,Noise,Noise,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7193d%20-2.4859d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(8, 5)",,"(218.7159, -2.4761)"
"218.7220, -2.4864",218.722,-2.4864,"(1, -1)",Y,http://www.legacysurvey.org/viewer?ra=218.7159&dec=-2.4761&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.722&dec=-2.4864&layer=dr8&zoom=15,Spot,Y,,,W,Orange,Orange,Noise,Noise,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.722d%20-2.4864d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(8, 5)",,"(218.7159, -2.4761)"
"218.7004, -2.5119",218.7004,-2.5119,"(1, -2)",Y,http://www.legacysurvey.org/viewer?ra=218.7159&dec=-2.5078&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7004&dec=-2.5119&layer=dr8&zoom=15,Speck,Y,,,A,Purple,,Noise,Noise,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7004d%20-2.5119d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(8, 4)",,"(218.7159, -2.5078)"
"218.7090, -2.5226",218.709,-2.5226,"(1, -2)",Y,http://www.legacysurvey.org/viewer?ra=218.7159&dec=-2.5078&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.709&dec=-2.5226&layer=dr8&zoom=15,Speck,Y,,,A,Blue-Purple,,Noise,Noise,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.709d%20-2.5226d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(8, 4)",,"(218.7159, -2.5078)"
"218.7137, -2.4980",218.7137,-2.498,"(1, -2)",Y,http://www.legacysurvey.org/viewer?ra=218.7159&dec=-2.5078&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7137&dec=-2.498&layer=dr8&zoom=15,Speck,Y,,,W,Blue,,Noise,Noise,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7137d%20-2.498d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(8, 4)",,"(218.7159, -2.5078)"
"218.7179, -2.5243",218.7179,-2.5243,"(1, -2)",Y,http://www.legacysurvey.org/viewer?ra=218.7159&dec=-2.5078&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7179&dec=-2.5243&layer=dr8&zoom=15,Speck,Y,,,G,Red-Purple,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7179d%20-2.5243d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(8, 4)",,"(218.7159, -2.5078)"
"218.7198, -2.5236",218.7198,-2.5236,"(1, -2)",Y,http://www.legacysurvey.org/viewer?ra=218.7159&dec=-2.5078&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7198&dec=-2.5236&layer=dr8&zoom=15,Spot,Y,,,Y,"Purple,Gray",Blue,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7198d%20-2.5236d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(8, 4)",,"(218.7159, -2.5078)"
"218.7023, -2.5274",218.7023,-2.5274,"(1, -3)",Y,http://www.legacysurvey.org/viewer?ra=218.7159&dec=-2.5395&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7023&dec=-2.5274&layer=dr8&zoom=15,Smear,Y,,,A,Orange,Blue,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7023d%20-2.5274d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(8, 3)",,"(218.7159, -2.5395)"
"218.7093, -2.5380",218.7093,-2.5380000000000003,"(1, -3)",Y,http://www.legacysurvey.org/viewer?ra=218.7159&dec=-2.5395&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7093&dec=-2.5380000000000003&layer=dr8&zoom=15,Splat,Y,,,A,Purple,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7093d%20-2.5380000000000003d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(8, 3)",,"(218.7159, -2.5395)"
"218.7096, -2.5324",218.7096,-2.5324,"(1, -3)",Y,http://www.legacysurvey.org/viewer?ra=218.7159&dec=-2.5395&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7096&dec=-2.5324&layer=dr8&zoom=15,Splat,Y,,,G,Orange,Blue,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7096d%20-2.5324d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(8, 3)",,"(218.7159, -2.5395)"
"218.7186, -2.5357",218.7186,-2.5357,"(1, -3)",Y,http://www.legacysurvey.org/viewer?ra=218.7159&dec=-2.5395&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7186&dec=-2.5357&layer=dr8&zoom=15,RadialGradient,Y,,,G,Purple,Blue,"Bar, Arms",Orange,Blue,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7186d%20-2.5357d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(8, 3)",,"(218.7159, -2.5395)"
"218.6992, -2.5779",218.6992,-2.5779,"(1, -4)",,http://www.legacysurvey.org/viewer?ra=218.7159&dec=-2.5712&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.6992&dec=-2.5779&layer=dr8&zoom=15,Spot,Y,,,Y,Pink,,Black,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.6992d%20-2.5779d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(8, 2)",,"(218.7159, -2.5712)"
"218.7020, -2.5655",218.702,-2.5655,"(1, -4)",,http://www.legacysurvey.org/viewer?ra=218.7159&dec=-2.5712&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.702&dec=-2.5655&layer=dr8&zoom=15,Oval,Y,,,Y,Blue,,Dot,Red,Noise,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.702d%20-2.5655d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(8, 2)",,"(218.7159, -2.5712)"
